page,transdate,team,transaction
/players/ted-bolser-bolsete01,12/30/2014,Arizona (NFL),Signed to the Practice Squad
/players/ted-bolser-bolsete01,11/25/2014,Tampa Bay (NFL),Released from the Practice Squad
/players/ted-bolser-bolsete01,11/03/2014,Tampa Bay (NFL),Signed to the Practice Squad
/players/ted-bolser-bolsete01,10/07/2014,Washington (NFL),Released from the Practice Squad
/players/ted-bolser-bolsete01,08/31/2014,Washington (NFL),Signed to the Practice Squad
/players/ted-bolser-bolsete01,08/29/2014,Washington (NFL),Waived
/players/ted-bolser-bolsete01,05/16/2014,Washington (NFL),Signed
/players/michael-campanaro-campami01,10/23/2018,Tennessee (NFL),Released from Injured Reserve
/players/michael-campanaro-campami01,08/26/2018,Tennessee (NFL),Placed on Injured Reserve (Undisclosed)
/players/michael-campanaro-campami01,04/11/2018,Tennessee (NFL),Signed
/players/michael-campanaro-campami01,04/06/2017,Baltimore (NFL),Re-signed
/players/michael-campanaro-campami01,12/14/2016,Baltimore (NFL),Signed to the Active Roster from the Practice Squad
/players/michael-campanaro-campami01,11/07/2016,Baltimore (NFL),Signed to the Practice Squad
/players/michael-campanaro-campami01,09/12/2016,Baltimore (NFL),Waived from Injured Reserve
/players/michael-campanaro-campami01,09/03/2016,Baltimore (NFL),Placed on Injured Reserve (Calf)
/players/michael-campanaro-campami01,10/03/2015,Baltimore (NFL),Placed on Injured Reserve (Back)
/players/michael-campanaro-campami01,05/15/2014,Baltimore (NFL),Signed
/players/storm-johnson-johnsst09,06/10/2018,Saskatchewan (CFL),Released
/players/storm-johnson-johnsst09,06/06/2018,Saskatchewan (CFL),Signed
/players/storm-johnson-johnsst09,06/03/2018,Hamilton (CFL),Released
/players/storm-johnson-johnsst09,09/02/2017,Miami (NFL),Waived
/players/storm-johnson-johnsst09,01/10/2017,Miami (NFL),Signed to a future contract
/players/storm-johnson-johnsst09,11/08/2016,Miami (NFL),Signed to the Practice Squad
/players/storm-johnson-johnsst09,08/28/2016,Tampa Bay (NFL),Waived
/players/storm-johnson-johnsst09,04/25/2016,Tampa Bay (NFL),Signed
/players/storm-johnson-johnsst09,09/04/2015,Jacksonville (NFL),Waived
/players/storm-johnson-johnsst09,05/20/2014,Jacksonville (NFL),Signed
/players/kiero-small-smallki01,09/05/2015,Baltimore (NFL),Waived
/players/kiero-small-smallki01,01/12/2015,Baltimore (NFL),Signed to a future contract
/players/kiero-small-smallki01,11/13/2014,Baltimore (NFL),Signed to the Practice Squad
/players/kiero-small-smallki01,11/11/2014,Cleveland (NFL),Waived
/players/kiero-small-smallki01,10/20/2014,Cleveland (NFL),Signed to the Active Roster from the Practice Squad
/players/kiero-small-smallki01,09/02/2014,Cleveland (NFL),Signed to the Practice Squad
/players/kiero-small-smallki01,08/30/2014,Seattle (NFL),Waived
/players/kiero-small-smallki01,05/16/2014,Seattle (NFL),Signed
/players/rob-blanchflower-blancro01,02/16/2016,Pittsburgh (NFL),Waived
/players/rob-blanchflower-blancro01,08/07/2015,Pittsburgh (NFL),Placed on Injured Reserve (Undisclosed)
/players/rob-blanchflower-blancro01,08/06/2015,Pittsburgh (NFL),Waived (injured)
/players/rob-blanchflower-blancro01,01/05/2015,Pittsburgh (NFL),Signed to a future contract
/players/rob-blanchflower-blancro01,08/31/2014,Pittsburgh (NFL),Signed to the Practice Squad
/players/rob-blanchflower-blancro01,08/30/2014,Pittsburgh (NFL),Waived
/players/rob-blanchflower-blancro01,05/19/2014,Pittsburgh (NFL),Signed
/players/jeff-janis-janisje01,08/31/2018,Cleveland (NFL),Released
/players/jeff-janis-janisje01,03/30/2018,Cleveland (NFL),Signed
/players/jeff-janis-janisje01,05/14/2014,Green Bay (NFL),Signed
/players/james-wright-wrighja06,04/30/2019,Indianapolis (NFL),Released
/players/james-wright-wrighja06,09/02/2018,Indianapolis (NFL),Placed on Injured Reserve (Knee)
/players/james-wright-wrighja06,09/01/2018,Indianapolis (NFL),Waived (injured)
/players/james-wright-wrighja06,01/02/2018,Indianapolis (NFL),Signed to a future contract
/players/james-wright-wrighja06,08/30/2017,Cleveland (NFL),Waived from Injured Reserve
/players/james-wright-wrighja06,08/06/2017,Cleveland (NFL),Placed on Injured Reserve (Chest)
/players/james-wright-wrighja06,08/05/2017,Cleveland (NFL),Waived (injured)
/players/james-wright-wrighja06,03/14/2017,Cleveland (NFL),Acquired via waivers (from the Cincinnati Bengals)
/players/james-wright-wrighja06,03/13/2017,Cincinnati (NFL),Waived
/players/james-wright-wrighja06,07/29/2015,Cincinnati (NFL),Placed on Injured Reserve (Knee)
/players/james-wright-wrighja06,07/28/2015,Cincinnati (NFL),Waived (injured)
/players/james-wright-wrighja06,05/21/2014,Cincinnati (NFL),Signed
/players/tevin-reese-reesete01,08/31/2015,Cincinnati (NFL),Waived
/players/tevin-reese-reesete01,01/05/2015,Cincinnati (NFL),Signed to a future contract
/players/tevin-reese-reesete01,09/03/2014,Cincinnati (NFL),Signed to the Practice Squad
/players/tevin-reese-reesete01,08/30/2014,San Diego (NFL),Waived
/players/tevin-reese-reesete01,05/14/2014,San Diego (NFL),Signed
/players/jeremy-gallon-galloje01,06/17/2015,Oakland (NFL),Waived from Injured Reserve
/players/jeremy-gallon-galloje01,05/12/2015,Oakland (NFL),Placed on Injured Reserve (Undisclosed)
/players/jeremy-gallon-galloje01,05/11/2015,Oakland (NFL),Waived (injured)
/players/jeremy-gallon-galloje01,12/30/2014,Oakland (NFL),Signed to a future contract
/players/jeremy-gallon-galloje01,08/30/2014,New England (NFL),Waived
/players/jeremy-gallon-galloje01,05/16/2014,New England (NFL),Signed
/players/trey-millard-millatr01,08/31/2016,Kansas City (NFL),Placed on Injured Reserve (Knee)
/players/trey-millard-millatr01,08/30/2016,Kansas City (NFL),Waived (injured)
/players/trey-millard-millatr01,01/05/2016,Kansas City (NFL),Signed to a future contract
/players/trey-millard-millatr01,08/31/2015,San Francisco (NFL),Waived
/players/trey-millard-millatr01,08/25/2014,San Francisco (NFL),Placed on the Non-Football Injury List (Knee)
/players/trey-millard-millatr01,05/20/2014,San Francisco (NFL),Signed
/players/jameis-winston-winstja01,03/24/2022,New Orleans (NFL),Re-signed
/players/jameis-winston-winstja01,11/06/2021,New Orleans (NFL),Placed on Injured Reserve (Knee)
/players/jameis-winston-winstja01,03/26/2021,New Orleans (NFL),Re-signed
/players/jameis-winston-winstja01,12/24/2020,New Orleans (NFL),Activated from the Reserve/COVID-19 List
/players/jameis-winston-winstja01,12/21/2020,New Orleans (NFL),Placed on COVID-19 List
/players/jameis-winston-winstja01,04/28/2020,New Orleans (NFL),Signed
/players/jameis-winston-winstja01,09/25/2018,Tampa Bay (NFL),Activated from the Reserve/Suspended List
/players/jameis-winston-winstja01,09/01/2018,Tampa Bay (NFL),Placed on the Reserve/Suspended List
/players/jameis-winston-winstja01,05/01/2015,Tampa Bay (NFL),Signed
/players/marcus-mariota-marioma01,03/25/2022,Atlanta (NFL),Signed
/players/marcus-mariota-marioma01,12/31/2021,Las Vegas (NFL),Activated from the Reserve/COVID-19 List
/players/marcus-mariota-marioma01,12/27/2021,Las Vegas (NFL),Placed on COVID-19 List
/players/marcus-mariota-marioma01,10/16/2021,Las Vegas (NFL),Activated from Injured Reserve
/players/marcus-mariota-marioma01,10/13/2021,Las Vegas (NFL),Designated for return from Injured Reserve
/players/marcus-mariota-marioma01,09/18/2021,Las Vegas (NFL),Placed on Injured Reserve (Quadriceps)
/players/marcus-mariota-marioma01,10/20/2020,Las Vegas (NFL),Activated from Injured Reserve
/players/marcus-mariota-marioma01,09/30/2020,Las Vegas (NFL),Designated for return from Injured Reserve
/players/marcus-mariota-marioma01,09/07/2020,Las Vegas (NFL),Placed on Injured Reserve (Pectoral)
/players/marcus-mariota-marioma01,03/25/2020,Las Vegas (NFL),Signed
/players/marcus-mariota-marioma01,12/27/2016,Tennessee (NFL),Placed on Injured Reserve (Leg)
/players/marcus-mariota-marioma01,07/21/2015,Tennessee (NFL),Signed
/players/amari-cooper-coopeam01,03/16/2022,Dallas (NFL),Traded to the Cleveland Browns
/players/amari-cooper-coopeam01,12/01/2021,Dallas (NFL),Activated from the Reserve/COVID-19 List
/players/amari-cooper-coopeam01,11/19/2021,Dallas (NFL),Placed on COVID-19 List
/players/amari-cooper-coopeam01,10/22/2018,Oakland (NFL),Traded to the Dallas Cowboys
/players/amari-cooper-coopeam01,05/07/2015,Oakland (NFL),Signed
/players/kevin-white-whiteke02,01/11/2022,New Orleans (NFL),Signed to a future contract
/players/kevin-white-whiteke02,01/04/2022,New Orleans (NFL),Restored to the Practice Squad
/players/kevin-white-whiteke02,12/27/2021,New Orleans (NFL),Placed on Practice Squad/COVID-19 List
/players/kevin-white-whiteke02,12/13/2021,New Orleans (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,12/11/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,12/07/2021,New Orleans (NFL),Signed to the Practice Squad
/players/kevin-white-whiteke02,11/30/2021,New Orleans (NFL),Waived
/players/kevin-white-whiteke02,11/23/2021,New Orleans (NFL),Signed
/players/kevin-white-whiteke02,11/20/2021,New Orleans (NFL),Waived
/players/kevin-white-whiteke02,11/13/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,11/08/2021,New Orleans (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,11/06/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,11/01/2021,New Orleans (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,10/30/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,10/26/2021,New Orleans (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,10/25/2021,New Orleans (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,09/01/2021,New Orleans (NFL),Signed to the Practice Squad
/players/kevin-white-whiteke02,08/31/2021,New Orleans (NFL),Released
/players/kevin-white-whiteke02,08/18/2021,New Orleans (NFL),Signed
/players/kevin-white-whiteke02,08/11/2021,San Francisco (NFL),Released
/players/kevin-white-whiteke02,01/04/2021,San Francisco (NFL),Signed to a future contract
/players/kevin-white-whiteke02,12/31/2020,San Francisco (NFL),Restored to the Practice Squad
/players/kevin-white-whiteke02,12/22/2020,San Francisco (NFL),Placed on Practice Squad/COVID-19 List
/players/kevin-white-whiteke02,11/06/2020,San Francisco (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,11/05/2020,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,10/19/2020,San Francisco (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,10/17/2020,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,10/12/2020,San Francisco (NFL),Returned to the Practice Squad
/players/kevin-white-whiteke02,10/10/2020,San Francisco (NFL),Signed to the Active Roster from the Practice Squad
/players/kevin-white-whiteke02,09/06/2020,San Francisco (NFL),Signed to the Practice Squad
/players/kevin-white-whiteke02,09/05/2020,San Francisco (NFL),Released
/players/kevin-white-whiteke02,08/27/2020,San Francisco (NFL),Signed
/players/kevin-white-whiteke02,08/22/2019,Arizona (NFL),Released
/players/kevin-white-whiteke02,03/15/2019,Arizona (NFL),Signed
/players/kevin-white-whiteke02,09/12/2017,Chicago (NFL),Placed on Injured Reserve (Shoulder)
/players/kevin-white-whiteke02,10/05/2016,Chicago (NFL),Placed on Injured Reserve (Leg)
/players/kevin-white-whiteke02,08/30/2015,Chicago (NFL),Placed on the Physically Unable to Perform List (Shin)
/players/kevin-white-whiteke02,05/06/2015,Chicago (NFL),Signed
/players/todd-gurley-gurleto02,04/06/2020,Atlanta (NFL),Signed
/players/todd-gurley-gurleto02,03/19/2020,LA Rams (NFL),Released
/players/todd-gurley-gurleto02,06/12/2015,St. Louis (NFL),Signed
/players/devante-parker-parkede02,04/05/2022,Miami (NFL),Traded to the New England Patriots
/players/devante-parker-parkede02,12/04/2021,Miami (NFL),Activated from Injured Reserve
/players/devante-parker-parkede02,12/01/2021,Miami (NFL),Designated for return from Injured Reserve
/players/devante-parker-parkede02,11/05/2021,Miami (NFL),Placed on Injured Reserve (Hamstring)
/players/devante-parker-parkede02,05/07/2015,Miami (NFL),Signed
/players/melvin-gordon-gordome01,04/28/2022,Denver (NFL),Re-signed
/players/melvin-gordon-gordome01,04/27/2020,Denver (NFL),Signed
/players/melvin-gordon-gordome01,09/26/2019,LA Chargers (NFL),Reinstated
/players/melvin-gordon-gordome01,07/24/2019,LA Chargers (NFL),Placed on the Reserve/Did Not Report List
/players/melvin-gordon-gordome01,12/22/2015,San Diego (NFL),Placed on Injured Reserve (Knee)
/players/melvin-gordon-gordome01,05/14/2015,San Diego (NFL),Signed
/players/nelson-agholor-agholne01,03/19/2021,New England (NFL),Signed
/players/nelson-agholor-agholne01,03/25/2020,Las Vegas (NFL),Signed
/players/nelson-agholor-agholne01,05/07/2015,Philadelphia (NFL),Signed
/players/breshad-perriman-perribr02,03/24/2022,Tampa Bay (NFL),Re-signed
/players/breshad-perriman-perribr02,12/27/2021,Tampa Bay (NFL),Activated from the Reserve/COVID-19 List
/players/breshad-perriman-perribr02,12/18/2021,Tampa Bay (NFL),Placed on COVID-19 List
/players/breshad-perriman-perribr02,12/03/2021,Tampa Bay (NFL),Signed to the Active Roster from the Practice Squad
/players/breshad-perriman-perribr02,11/23/2021,Tampa Bay (NFL),Returned to the Practice Squad
/players/breshad-perriman-perribr02,11/22/2021,Tampa Bay (NFL),Signed to the Active Roster from the Practice Squad
/players/breshad-perriman-perribr02,11/15/2021,Tampa Bay (NFL),Returned to the Practice Squad
/players/breshad-perriman-perribr02,11/13/2021,Tampa Bay (NFL),Signed to the Active Roster from the Practice Squad
/players/breshad-perriman-perribr02,11/10/2021,Tampa Bay (NFL),Signed to the Practice Squad
/players/breshad-perriman-perribr02,11/08/2021,Chicago (NFL),Waived
/players/breshad-perriman-perribr02,09/06/2021,Chicago (NFL),Signed
/players/breshad-perriman-perribr02,08/30/2021,Detroit (NFL),Released
/players/breshad-perriman-perribr02,03/23/2021,Detroit (NFL),Signed
/players/breshad-perriman-perribr02,04/02/2020,NY Jets (NFL),Signed
/players/breshad-perriman-perribr02,03/14/2019,Tampa Bay (NFL),Signed
/players/breshad-perriman-perribr02,10/13/2018,Cleveland (NFL),Signed
/players/breshad-perriman-perribr02,09/22/2018,Washington (NFL),Waived
/players/breshad-perriman-perribr02,09/18/2018,Washington (NFL),Signed
/players/breshad-perriman-perribr02,09/01/2018,Baltimore (NFL),Waived
/players/breshad-perriman-perribr02,11/17/2015,Baltimore (NFL),Placed on Injured Reserve (Knee)
/players/breshad-perriman-perribr02,05/11/2015,Baltimore (NFL),Signed
/players/phillip-dorsett-dorseph01,12/29/2021,Houston (NFL),Placed on Injured Reserve (Ankle)
/players/phillip-dorsett-dorseph01,12/11/2021,Houston (NFL),Signed to the Active Roster from the Practice Squad
/players/phillip-dorsett-dorseph01,12/04/2021,Houston (NFL),Signed to the Practice Squad
/players/phillip-dorsett-dorseph01,11/30/2021,Seattle (NFL),Released from the Practice Squad
/players/phillip-dorsett-dorseph01,10/18/2021,Seattle (NFL),Returned to the Practice Squad
/players/phillip-dorsett-dorseph01,10/16/2021,Seattle (NFL),Signed to the Active Roster from the Practice Squad
/players/phillip-dorsett-dorseph01,10/08/2021,Seattle (NFL),Returned to the Practice Squad
/players/phillip-dorsett-dorseph01,10/07/2021,Seattle (NFL),Signed to the Active Roster from the Practice Squad
/players/phillip-dorsett-dorseph01,09/30/2021,Seattle (NFL),Signed to the Practice Squad
/players/phillip-dorsett-dorseph01,09/27/2021,Jacksonville (NFL),Returned to the Practice Squad
/players/phillip-dorsett-dorseph01,09/27/2021,Jacksonville (NFL),Released from the Practice Squad
/players/phillip-dorsett-dorseph01,09/25/2021,Jacksonville (NFL),Signed to the Active Roster from the Practice Squad
/players/phillip-dorsett-dorseph01,09/01/2021,Jacksonville (NFL),Signed to the Practice Squad
/players/phillip-dorsett-dorseph01,08/31/2021,Jacksonville (NFL),Released
/players/phillip-dorsett-dorseph01,03/22/2021,Jacksonville (NFL),Signed
/players/phillip-dorsett-dorseph01,09/22/2020,Seattle (NFL),Placed on Injured Reserve (Foot)
/players/phillip-dorsett-dorseph01,03/30/2020,Seattle (NFL),Signed
/players/phillip-dorsett-dorseph01,03/19/2019,New England (NFL),Re-signed
/players/phillip-dorsett-dorseph01,09/02/2017,Indianapolis (NFL),Traded to the New England Patriots
/players/phillip-dorsett-dorseph01,05/27/2015,Indianapolis (NFL),Signed
/players/tj-yeldon-yeldotj01,01/06/2021,Buffalo (NFL),Activated from the Reserve/COVID-19 List
/players/tj-yeldon-yeldotj01,12/28/2020,Buffalo (NFL),Placed on COVID-19 List
/players/tj-yeldon-yeldotj01,04/22/2019,Buffalo (NFL),Signed
/players/tj-yeldon-yeldotj01,12/26/2016,Jacksonville (NFL),Placed on Injured Reserve (Ankle)
/players/tj-yeldon-yeldotj01,05/27/2015,Jacksonville (NFL),Signed
/players/devin-smith-smithde11,11/02/2021,Carolina (NFL),Released from the Practice Squad
/players/devin-smith-smithde11,10/27/2021,Carolina (NFL),Signed to the Practice Squad
/players/devin-smith-smithde11,10/11/2021,Jacksonville (NFL),Released from the Practice Squad
/players/devin-smith-smithde11,09/13/2021,Jacksonville (NFL),Returned to the Practice Squad
/players/devin-smith-smithde11,09/11/2021,Jacksonville (NFL),Signed to the Active Roster from the Practice Squad
/players/devin-smith-smithde11,09/01/2021,Jacksonville (NFL),Signed to the Practice Squad
/players/devin-smith-smithde11,08/31/2021,Jacksonville (NFL),Released
/players/devin-smith-smithde11,08/28/2021,Jacksonville (NFL),Signed
/players/devin-smith-smithde11,07/27/2021,New England (NFL),Released
/players/devin-smith-smithde11,01/04/2021,New England (NFL),Signed to a future contract
/players/devin-smith-smithde11,12/09/2020,New England (NFL),Signed to the Practice Squad
/players/devin-smith-smithde11,11/10/2020,Houston (NFL),Released from the Practice Squad
/players/devin-smith-smithde11,09/21/2020,Houston (NFL),Signed to the Practice Squad
/players/devin-smith-smithde11,09/02/2020,Dallas (NFL),Released
/players/devin-smith-smithde11,01/18/2019,Dallas (NFL),Signed to a future contract
/players/devin-smith-smithde11,07/16/2018,NY Jets (NFL),Waived
/players/devin-smith-smithde11,05/23/2017,NY Jets (NFL),Placed on Injured Reserve (Knee)
/players/devin-smith-smithde11,05/22/2017,NY Jets (NFL),Waived (injured)
/players/devin-smith-smithde11,11/09/2016,NY Jets (NFL),Activated from the Physically Unable to Perform List
/players/devin-smith-smithde11,08/28/2016,NY Jets (NFL),Placed on the Physically Unable to Perform List (Knee)
/players/devin-smith-smithde11,12/18/2015,NY Jets (NFL),Placed on Injured Reserve (Knee)
/players/devin-smith-smithde11,05/08/2015,NY Jets (NFL),Signed
/players/dorial-greenbeckham-greendo08,06/30/2017,Philadelphia (NFL),Waived
/players/dorial-greenbeckham-greendo08,08/16/2016,Tennessee (NFL),Traded to the Philadelphia Eagles
/players/dorial-greenbeckham-greendo08,06/01/2015,Tennessee (NFL),Signed
/players/devin-funchess-funchde01,06/15/2022,Detroit (NFL),Signed
/players/devin-funchess-funchde01,12/06/2021,San Francisco (NFL),Released from the Practice Squad
/players/devin-funchess-funchde01,11/30/2021,San Francisco (NFL),Placed on the Practice Squad/Injured List
/players/devin-funchess-funchde01,11/24/2021,San Francisco (NFL),Signed to the Practice Squad
/players/devin-funchess-funchde01,08/27/2021,Green Bay (NFL),Released from Injured Reserve
/players/devin-funchess-funchde01,08/25/2021,Green Bay (NFL),Placed on Injured Reserve (Hamstring)
/players/devin-funchess-funchde01,07/28/2020,Green Bay (NFL),Placed on Opt-Out List
/players/devin-funchess-funchde01,04/02/2020,Green Bay (NFL),Signed
/players/devin-funchess-funchde01,11/13/2019,Indianapolis (NFL),Designated for return from Injured Reserve
/players/devin-funchess-funchde01,09/10/2019,Indianapolis (NFL),Placed on Injured Reserve (Clavicle)
/players/devin-funchess-funchde01,03/14/2019,Indianapolis (NFL),Signed
/players/devin-funchess-funchde01,12/29/2016,Carolina (NFL),Placed on Injured Reserve (Knee)
/players/devin-funchess-funchde01,05/11/2015,Carolina (NFL),Signed
/players/ameer-abdullah-abdulam01,03/19/2022,Las Vegas (NFL),Signed
/players/ameer-abdullah-abdulam01,10/23/2021,Carolina (NFL),Signed
/players/ameer-abdullah-abdulam01,10/19/2021,Minnesota (NFL),Released
/players/ameer-abdullah-abdulam01,09/25/2021,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
/players/ameer-abdullah-abdulam01,09/22/2021,Minnesota (NFL),Signed to the Practice Squad
/players/ameer-abdullah-abdulam01,09/21/2021,Minnesota (NFL),Released
/players/ameer-abdullah-abdulam01,09/18/2021,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
/players/ameer-abdullah-abdulam01,09/13/2021,Minnesota (NFL),Returned to the Practice Squad
/players/ameer-abdullah-abdulam01,09/11/2021,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
/players/ameer-abdullah-abdulam01,09/01/2021,Minnesota (NFL),Signed to the Practice Squad
/players/ameer-abdullah-abdulam01,08/31/2021,Minnesota (NFL),Released
/players/ameer-abdullah-abdulam01,03/24/2021,Minnesota (NFL),Re-signed
/players/ameer-abdullah-abdulam01,03/27/2020,Minnesota (NFL),Re-signed
/players/ameer-abdullah-abdulam01,03/18/2019,Minnesota (NFL),Re-signed
/players/ameer-abdullah-abdulam01,11/07/2018,Minnesota (NFL),Acquired via waivers (from the Detroit Lions)
/players/ameer-abdullah-abdulam01,11/06/2018,Detroit (NFL),Waived
/players/ameer-abdullah-abdulam01,09/21/2016,Detroit (NFL),Placed on Injured Reserve (Foot)
/players/ameer-abdullah-abdulam01,05/13/2015,Detroit (NFL),Signed
/players/maxx-williams-willima22,03/17/2022,Arizona (NFL),Re-signed
/players/maxx-williams-willima22,01/12/2022,Arizona (NFL),Activated from the Reserve/COVID-19 List
/players/maxx-williams-willima22,01/05/2022,Arizona (NFL),Placed on COVID-19 List
/players/maxx-williams-willima22,10/13/2021,Arizona (NFL),Placed on Injured Reserve (Knee)
/players/maxx-williams-willima22,11/07/2020,Arizona (NFL),Activated from Injured Reserve
/players/maxx-williams-willima22,11/02/2020,Arizona (NFL),Designated for return from Injured Reserve
/players/maxx-williams-willima22,09/21/2020,Arizona (NFL),Placed on Injured Reserve (Ankle)
/players/maxx-williams-willima22,05/03/2019,Arizona (NFL),Signed
/players/maxx-williams-willima22,10/07/2016,Baltimore (NFL),Placed on Injured Reserve (Knee)
/players/maxx-williams-willima22,05/08/2015,Baltimore (NFL),Signed
/players/clive-walford-walfocl01,10/30/2019,Miami (NFL),Signed
/players/clive-walford-walfocl01,08/27/2019,Miami (NFL),Waived
/players/clive-walford-walfocl01,03/14/2019,Miami (NFL),Signed
/players/clive-walford-walfocl01,12/27/2018,NY Jets (NFL),Signed
/players/clive-walford-walfocl01,12/07/2018,Indianapolis (NFL),Waived
/players/clive-walford-walfocl01,11/29/2018,Indianapolis (NFL),Signed
/players/clive-walford-walfocl01,09/01/2018,NY Jets (NFL),Waived
/players/clive-walford-walfocl01,04/02/2018,NY Jets (NFL),Acquired via waivers (from the Oakland Raiders)
/players/clive-walford-walfocl01,03/30/2018,Oakland (NFL),Waived
/players/clive-walford-walfocl01,12/23/2017,Oakland (NFL),Placed on Injured Reserve (Concussion)
/players/clive-walford-walfocl01,06/16/2015,Oakland (NFL),Signed
/players/tyler-lockett-lockety01,12/23/2021,Seattle (NFL),Activated from the Reserve/COVID-19 List
/players/tyler-lockett-lockety01,12/16/2021,Seattle (NFL),Placed on COVID-19 List
/players/tyler-lockett-lockety01,12/27/2016,Seattle (NFL),Placed on Injured Reserve (Leg)
/players/tyler-lockett-lockety01,05/26/2015,Seattle (NFL),Signed
/players/jaelen-strong-stronja01,08/27/2019,Cleveland (NFL),Waived
/players/jaelen-strong-stronja01,02/20/2019,Cleveland (NFL),Signed
/players/jaelen-strong-stronja01,04/30/2018,Jacksonville (NFL),Waived
/players/jaelen-strong-stronja01,12/26/2017,Jacksonville (NFL),Placed on Injured Reserve (Knee)
/players/jaelen-strong-stronja01,12/23/2017,Jacksonville (NFL),Signed to the Active Roster from the Practice Squad
/players/jaelen-strong-stronja01,11/21/2017,Jacksonville (NFL),Signed to the Practice Squad
/players/jaelen-strong-stronja01,11/18/2017,Jacksonville (NFL),Waived
/players/jaelen-strong-stronja01,09/19/2017,Jacksonville (NFL),Acquired via waivers (from the Houston Texans)
/players/jaelen-strong-stronja01,09/18/2017,Houston (NFL),Waived
/players/jaelen-strong-stronja01,09/12/2017,Houston (NFL),Activated from the Reserve/Suspended List
/players/jaelen-strong-stronja01,09/02/2017,Houston (NFL),Placed on the Reserve/Suspended List
/players/jaelen-strong-stronja01,12/10/2016,Houston (NFL),Placed on Injured Reserve (Ankle)
/players/jaelen-strong-stronja01,05/08/2015,Houston (NFL),Signed
/players/tevin-coleman-colemte01,03/17/2022,NY Jets (NFL),Re-signed
/players/tevin-coleman-colemte01,01/05/2022,NY Jets (NFL),Activated from the Reserve/COVID-19 List
/players/tevin-coleman-colemte01,12/30/2021,NY Jets (NFL),Placed on COVID-19 List
/players/tevin-coleman-colemte01,03/26/2021,NY Jets (NFL),Signed
/players/tevin-coleman-colemte01,10/31/2020,San Francisco (NFL),Activated from Injured Reserve
/players/tevin-coleman-colemte01,10/28/2020,San Francisco (NFL),Designated for return from Injured Reserve
/players/tevin-coleman-colemte01,09/26/2020,San Francisco (NFL),Placed on Injured Reserve (Knee)
/players/tevin-coleman-colemte01,03/15/2019,San Francisco (NFL),Signed
/players/tevin-coleman-colemte01,05/12/2015,Atlanta (NFL),Signed
/players/garrett-grayson-graysga01,05/02/2019,Denver (NFL),Waived
/players/garrett-grayson-graysga01,12/31/2018,Denver (NFL),Signed to a future contract
/players/garrett-grayson-graysga01,10/25/2018,Denver (NFL),Signed to the Practice Squad
/players/garrett-grayson-graysga01,09/01/2018,Atlanta (NFL),Waived
/players/garrett-grayson-graysga01,01/15/2018,Atlanta (NFL),Signed to a future contract
/players/garrett-grayson-graysga01,11/14/2017,Atlanta (NFL),Signed to the Practice Squad
/players/garrett-grayson-graysga01,11/08/2017,Atlanta (NFL),Released from the Practice Squad
/players/garrett-grayson-graysga01,10/17/2017,Atlanta (NFL),Signed to the Practice Squad
/players/garrett-grayson-graysga01,09/02/2017,New Orleans (NFL),Waived
/players/garrett-grayson-graysga01,01/02/2017,New Orleans (NFL),Signed to a future contract
/players/garrett-grayson-graysga01,09/09/2016,New Orleans (NFL),Signed to the Practice Squad
/players/garrett-grayson-graysga01,09/07/2016,New Orleans (NFL),Waived
/players/garrett-grayson-graysga01,05/12/2015,New Orleans (NFL),Signed
/players/chris-conley-conlech01,03/23/2022,Houston (NFL),Re-signed
/players/chris-conley-conlech01,03/29/2021,Houston (NFL),Signed
/players/chris-conley-conlech01,03/16/2019,Jacksonville (NFL),Signed
/players/chris-conley-conlech01,10/14/2017,Kansas City (NFL),Placed on Injured Reserve (Achilles)
/players/chris-conley-conlech01,05/13/2015,Kansas City (NFL),Signed
/players/duke-johnson-johnsdu02,03/23/2022,Buffalo (NFL),Signed
/players/duke-johnson-johnsdu02,12/20/2021,Miami (NFL),Returned to the Practice Squad
/players/duke-johnson-johnsdu02,12/20/2021,Miami (NFL),Signed to the Active Roster from the Practice Squad
/players/duke-johnson-johnsdu02,12/13/2021,Miami (NFL),Signed to the Active Roster from the Practice Squad
/players/duke-johnson-johnsdu02,11/22/2021,Miami (NFL),Returned to the Practice Squad
