index,year,round,pick,team_x,player,page,position,season,transdate,team_y,transaction,trans_year,trans_month,tran_month,season_num
916,2016,5,151,Detroit Lions,Joe Dahl,/players/joe-dahl-dahljo01,OG,2021,,,,,,9.0,6
917,2016,5,152,Washington Redskins,Matt Ioannidis,/players/matt-ioannidis-ioannma01,DT,2016,,,,,,9.0,1
917,2016,5,152,Washington Redskins,Matt Ioannidis,/players/matt-ioannidis-ioannma01,DT,2017,,,,,,9.0,2
917,2016,5,152,Washington Redskins,Matt Ioannidis,/players/matt-ioannidis-ioannma01,DT,2018,,,,,,9.0,3
917,2016,5,152,Washington Redskins,Matt Ioannidis,/players/matt-ioannidis-ioannma01,DT,2019,,,,,,9.0,4
917,2016,5,152,Washington Redskins,Matt Ioannidis,/players/matt-ioannidis-ioannma01,DT,2020,2020-09-29,Washington (NFL),Placed on Injured Reserve (Biceps),2020.0,9.0,9.0,5
917,2016,5,152,Washington Redskins,Matt Ioannidis,/players/matt-ioannidis-ioannma01,DT,2021,,,,,,9.0,6
918,2016,5,153,Philadelphia Eagles,Wendell Smallwood,/players/wendell-smallwood-smallwe01,RB,2016,2016-12-12,Philadelphia (NFL),Placed on Injured Reserve (Knee),2016.0,12.0,12.0,1
918,2016,5,153,Philadelphia Eagles,Wendell Smallwood,/players/wendell-smallwood-smallwe01,RB,2017,,,,,,9.0,2
918,2016,5,153,Philadelphia Eagles,Wendell Smallwood,/players/wendell-smallwood-smallwe01,RB,2018,,,,,,9.0,3
918,2016,5,153,Philadelphia Eagles,Wendell Smallwood,/players/wendell-smallwood-smallwe01,RB,2019,,,,,,9.0,4
918,2016,5,153,Philadelphia Eagles,Wendell Smallwood,/players/wendell-smallwood-smallwe01,RB,2020,,,,,,9.0,5
918,2016,5,153,Philadelphia Eagles,Wendell Smallwood,/players/wendell-smallwood-smallwe01,RB,2021,,,,,,9.0,6
919,2016,5,154,Cleveland Browns,Jordan Payton,/players/jordan-payton-paytojo01,WR,2016,,,,,,9.0,1
919,2016,5,154,Cleveland Browns,Jordan Payton,/players/jordan-payton-paytojo01,WR,2017,,,,,,9.0,2
919,2016,5,154,Cleveland Browns,Jordan Payton,/players/jordan-payton-paytojo01,WR,2018,,,,,,9.0,3
919,2016,5,154,Cleveland Browns,Jordan Payton,/players/jordan-payton-paytojo01,WR,2019,,,,,,9.0,4
919,2016,5,154,Cleveland Browns,Jordan Payton,/players/jordan-payton-paytojo01,WR,2020,,,,,,9.0,5
919,2016,5,154,Cleveland Browns,Jordan Payton,/players/jordan-payton-paytojo01,WR,2021,,,,,,9.0,6
920,2016,5,155,Indianapolis Colts,Joe Haeg,/players/joe-haeg-haegjo01,OT,2016,,,,,,9.0,1
920,2016,5,155,Indianapolis Colts,Joe Haeg,/players/joe-haeg-haegjo01,OT,2017,,,,,,9.0,2
920,2016,5,155,Indianapolis Colts,Joe Haeg,/players/joe-haeg-haegjo01,OT,2018,2018-09-28,Indianapolis (NFL),Placed on Injured Reserve (Ankle),2018.0,9.0,9.0,3
920,2016,5,155,Indianapolis Colts,Joe Haeg,/players/joe-haeg-haegjo01,OT,2019,,,,,,9.0,4
920,2016,5,155,Indianapolis Colts,Joe Haeg,/players/joe-haeg-haegjo01,OT,2020,,,,,,9.0,5
920,2016,5,155,Indianapolis Colts,Joe Haeg,/players/joe-haeg-haegjo01,OT,2021,,,,,,9.0,6
921,2016,5,156,Buffalo Bills,Jonathan Williams,/players/jonathan-williams-willijo26,RB,2016,,,,,,9.0,1
921,2016,5,156,Buffalo Bills,Jonathan Williams,/players/jonathan-williams-willijo26,RB,2017,,,,,,9.0,2
921,2016,5,156,Buffalo Bills,Jonathan Williams,/players/jonathan-williams-willijo26,RB,2018,,,,,,9.0,3
921,2016,5,156,Buffalo Bills,Jonathan Williams,/players/jonathan-williams-willijo26,RB,2019,,,,,,9.0,4
921,2016,5,156,Buffalo Bills,Jonathan Williams,/players/jonathan-williams-willijo26,RB,2020,,,,,,9.0,5
921,2016,5,156,Buffalo Bills,Jonathan Williams,/players/jonathan-williams-willijo26,RB,2021,,,,,,9.0,6
922,2016,5,157,Tennessee Titans,LeShaun Sims,/players/leshaun-sims-simsle02,DB,2016,,,,,,9.0,1
922,2016,5,157,Tennessee Titans,LeShaun Sims,/players/leshaun-sims-simsle02,DB,2017,2017-12-22,Tennessee (NFL),Placed on Injured Reserve (Hamstring),2017.0,12.0,12.0,2
922,2016,5,157,Tennessee Titans,LeShaun Sims,/players/leshaun-sims-simsle02,DB,2018,,,,,,9.0,3
922,2016,5,157,Tennessee Titans,LeShaun Sims,/players/leshaun-sims-simsle02,DB,2019,,,,,,9.0,4
922,2016,5,157,Tennessee Titans,LeShaun Sims,/players/leshaun-sims-simsle02,DB,2020,,,,,,9.0,5
922,2016,5,157,Tennessee Titans,LeShaun Sims,/players/leshaun-sims-simsle02,DB,2021,,,,,,9.0,6
923,2016,5,158,New York Jets,Brandon Shell,/players/brandon-shell-shellbr01,OT,2016,,,,,,9.0,1
923,2016,5,158,New York Jets,Brandon Shell,/players/brandon-shell-shellbr01,OT,2017,,,,,,9.0,2
923,2016,5,158,New York Jets,Brandon Shell,/players/brandon-shell-shellbr01,OT,2018,2018-12-19,NY Jets (NFL),Placed on Injured Reserve (Knee),2018.0,12.0,12.0,3
923,2016,5,158,New York Jets,Brandon Shell,/players/brandon-shell-shellbr01,OT,2019,,,,,,9.0,4
923,2016,5,158,New York Jets,Brandon Shell,/players/brandon-shell-shellbr01,OT,2020,,,,,,9.0,5
923,2016,5,158,New York Jets,Brandon Shell,/players/brandon-shell-shellbr01,OT,2021,,,,,,9.0,6
924,2016,5,159,Houston Texans,K.J. Dillon,/players/kj-dillon-dillokj01,DB,2016,2016-10-19,Houston (NFL),Placed on Injured Reserve (Knee),2016.0,10.0,10.0,1
924,2016,5,159,Houston Texans,K.J. Dillon,/players/kj-dillon-dillokj01,DB,2017,,,,,,9.0,2
924,2016,5,159,Houston Texans,K.J. Dillon,/players/kj-dillon-dillokj01,DB,2018,,,,,,9.0,3
924,2016,5,159,Houston Texans,K.J. Dillon,/players/kj-dillon-dillokj01,DB,2019,,,,,,9.0,4
924,2016,5,159,Houston Texans,K.J. Dillon,/players/kj-dillon-dillokj01,DB,2020,,,,,,9.0,5
924,2016,5,159,Houston Texans,K.J. Dillon,/players/kj-dillon-dillokj01,DB,2021,,,,,,9.0,6
925,2016,5,160,Minnesota Vikings,Kentrell Brothers,/players/kentrell-brothers-brothke01,LB,2016,,,,,,9.0,1
925,2016,5,160,Minnesota Vikings,Kentrell Brothers,/players/kentrell-brothers-brothke01,LB,2017,,,,,,9.0,2
925,2016,5,160,Minnesota Vikings,Kentrell Brothers,/players/kentrell-brothers-brothke01,LB,2018,,,,,,9.0,3
925,2016,5,160,Minnesota Vikings,Kentrell Brothers,/players/kentrell-brothers-brothke01,LB,2019,,,,,,9.0,4
925,2016,5,160,Minnesota Vikings,Kentrell Brothers,/players/kentrell-brothers-brothke01,LB,2020,,,,,,9.0,5
925,2016,5,160,Minnesota Vikings,Kentrell Brothers,/players/kentrell-brothers-brothke01,LB,2021,,,,,,9.0,6
926,2016,5,161,Cincinnati Bengals,Christian Westerman,/players/christian-westerman-westech01,OG,2016,,,,,,9.0,1
926,2016,5,161,Cincinnati Bengals,Christian Westerman,/players/christian-westerman-westech01,OG,2017,,,,,,9.0,2
926,2016,5,161,Cincinnati Bengals,Christian Westerman,/players/christian-westerman-westech01,OG,2018,,,,,,9.0,3
926,2016,5,161,Cincinnati Bengals,Christian Westerman,/players/christian-westerman-westech01,OG,2019,,,,,,9.0,4
926,2016,5,161,Cincinnati Bengals,Christian Westerman,/players/christian-westerman-westech01,OG,2020,,,,,,9.0,5
926,2016,5,161,Cincinnati Bengals,Christian Westerman,/players/christian-westerman-westech01,OG,2021,,,,,,9.0,6
927,2016,5,162,Kansas City Chiefs,Kevin Hogan,/players/kevin-hogan-hoganke01,QB,2016,,,,,,9.0,1
927,2016,5,162,Kansas City Chiefs,Kevin Hogan,/players/kevin-hogan-hoganke01,QB,2017,,,,,,9.0,2
927,2016,5,162,Kansas City Chiefs,Kevin Hogan,/players/kevin-hogan-hoganke01,QB,2018,,,,,,9.0,3
927,2016,5,162,Kansas City Chiefs,Kevin Hogan,/players/kevin-hogan-hoganke01,QB,2019,,,,,,9.0,4
927,2016,5,162,Kansas City Chiefs,Kevin Hogan,/players/kevin-hogan-hoganke01,QB,2020,,,,,,9.0,5
927,2016,5,162,Kansas City Chiefs,Kevin Hogan,/players/kevin-hogan-hoganke01,QB,2021,,,,,,9.0,6
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2016,,,,,,9.0,1
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2017,,,,,,9.0,2
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2018,2018-09-11,Green Bay (NFL),Placed on Injured Reserve (Hamstring),2018.0,9.0,9.0,3
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2018,2018-12-01,Green Bay (NFL),Placed on Injured Reserve (Hamstring),2018.0,12.0,12.0,3
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2019,,,,,,9.0,4
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2020,,,,,,9.0,5
928,2016,5,163,Green Bay Packers,Trevor Davis,/players/trevor-davis-davistr06,WR,2021,,,,,,9.0,6
929,2016,5,164,Philadelphia Eagles,Halapoulivaati Vaitai,/players/halapoulivaati-vaitai-vaitaha01,OG,2016,,,,,,9.0,1
929,2016,5,164,Philadelphia Eagles,Halapoulivaati Vaitai,/players/halapoulivaati-vaitai-vaitaha01,OG,2017,,,,,,9.0,2
929,2016,5,164,Philadelphia Eagles,Halapoulivaati Vaitai,/players/halapoulivaati-vaitai-vaitaha01,OG,2018,,,,,,9.0,3
929,2016,5,164,Philadelphia Eagles,Halapoulivaati Vaitai,/players/halapoulivaati-vaitai-vaitaha01,OG,2019,,,,,,9.0,4
929,2016,5,164,Philadelphia Eagles,Halapoulivaati Vaitai,/players/halapoulivaati-vaitai-vaitaha01,OG,2020,2020-11-25,Detroit (NFL),Placed on Injured Reserve (Foot),2020.0,11.0,11.0,5
929,2016,5,164,Philadelphia Eagles,Halapoulivaati Vaitai,/players/halapoulivaati-vaitai-vaitaha01,OG,2021,,,,,,9.0,6
930,2016,5,165,Kansas City Chiefs,Tyreek Hill,/players/tyreek-hill-hillty02,WR,2016,,,,,,9.0,1
930,2016,5,165,Kansas City Chiefs,Tyreek Hill,/players/tyreek-hill-hillty02,WR,2017,,,,,,9.0,2
930,2016,5,165,Kansas City Chiefs,Tyreek Hill,/players/tyreek-hill-hillty02,WR,2018,,,,,,9.0,3
930,2016,5,165,Kansas City Chiefs,Tyreek Hill,/players/tyreek-hill-hillty02,WR,2019,,,,,,9.0,4
930,2016,5,165,Kansas City Chiefs,Tyreek Hill,/players/tyreek-hill-hillty02,WR,2020,,,,,,9.0,5
930,2016,5,165,Kansas City Chiefs,Tyreek Hill,/players/tyreek-hill-hillty02,WR,2021,,,,,,9.0,6
931,2016,5,166,Houston Texans,D.J. Reader,/players/dj-reader-readedj01,DT,2016,,,,,,9.0,1
931,2016,5,166,Houston Texans,D.J. Reader,/players/dj-reader-readedj01,DT,2017,2017-12-19,Houston (NFL),Placed on Injured Reserve (Undisclosed),2017.0,12.0,12.0,2
931,2016,5,166,Houston Texans,D.J. Reader,/players/dj-reader-readedj01,DT,2018,,,,,,9.0,3
931,2016,5,166,Houston Texans,D.J. Reader,/players/dj-reader-readedj01,DT,2019,,,,,,9.0,4
931,2016,5,166,Houston Texans,D.J. Reader,/players/dj-reader-readedj01,DT,2020,2020-10-12,Cincinnati (NFL),Placed on Injured Reserve (Quadriceps),2020.0,10.0,10.0,5
931,2016,5,166,Houston Texans,D.J. Reader,/players/dj-reader-readedj01,DT,2021,,,,,,9.0,6
932,2016,5,167,Arizona Cardinals,Marqui Christian,/players/marqui-christian-chrisma03,DB,2016,2016-12-19,Los Angeles (NFL),Placed on Injured Reserve (Ankle),2016.0,12.0,12.0,1
932,2016,5,167,Arizona Cardinals,Marqui Christian,/players/marqui-christian-chrisma03,DB,2017,2017-12-27,LA Rams (NFL),Placed on Injured Reserve (Shoulder),2017.0,12.0,12.0,2
932,2016,5,167,Arizona Cardinals,Marqui Christian,/players/marqui-christian-chrisma03,DB,2018,,,,,,9.0,3
932,2016,5,167,Arizona Cardinals,Marqui Christian,/players/marqui-christian-chrisma03,DB,2019,,,,,,9.0,4
932,2016,5,167,Arizona Cardinals,Marqui Christian,/players/marqui-christian-chrisma03,DB,2020,,,,,,9.0,5
932,2016,5,167,Arizona Cardinals,Marqui Christian,/players/marqui-christian-chrisma03,DB,2021,,,,,,9.0,6
933,2016,5,168,Cleveland Browns,Spencer Drango,/players/spencer-drango-drangsp01,OT,2016,,,,,,9.0,1
933,2016,5,168,Cleveland Browns,Spencer Drango,/players/spencer-drango-drangsp01,OT,2017,,,,,,9.0,2
933,2016,5,168,Cleveland Browns,Spencer Drango,/players/spencer-drango-drangsp01,OT,2018,,,,,,9.0,3
933,2016,5,168,Cleveland Browns,Spencer Drango,/players/spencer-drango-drangsp01,OT,2019,,,,,,9.0,4
933,2016,5,168,Cleveland Browns,Spencer Drango,/players/spencer-drango-drangsp01,OT,2020,,,,,,9.0,5
933,2016,5,168,Cleveland Browns,Spencer Drango,/players/spencer-drango-drangsp01,OT,2021,,,,,,9.0,6
934,2016,5,169,Detroit Lions,Antwione Williams,/players/antwione-williams-willian05,LB,2016,,,,,,9.0,1
934,2016,5,169,Detroit Lions,Antwione Williams,/players/antwione-williams-willian05,LB,2017,,,,,,9.0,2
934,2016,5,169,Detroit Lions,Antwione Williams,/players/antwione-williams-willian05,LB,2018,,,,,,9.0,3
934,2016,5,169,Detroit Lions,Antwione Williams,/players/antwione-williams-willian05,LB,2019,,,,,,9.0,4
934,2016,5,169,Detroit Lions,Antwione Williams,/players/antwione-williams-willian05,LB,2020,,,,,,9.0,5
934,2016,5,169,Detroit Lions,Antwione Williams,/players/antwione-williams-willian05,LB,2021,,,,,,9.0,6
935,2016,5,170,Arizona Cardinals,Cole Toner,/players/cole-toner-tonerco01,C,2016,,,,,,9.0,1
935,2016,5,170,Arizona Cardinals,Cole Toner,/players/cole-toner-tonerco01,C,2017,,,,,,9.0,2
935,2016,5,170,Arizona Cardinals,Cole Toner,/players/cole-toner-tonerco01,C,2018,,,,,,9.0,3
935,2016,5,170,Arizona Cardinals,Cole Toner,/players/cole-toner-tonerco01,C,2019,2019-08-03,LA Chargers (NFL),Placed on Injured Reserve (Undisclosed),2019.0,8.0,8.0,4
935,2016,5,170,Arizona Cardinals,Cole Toner,/players/cole-toner-tonerco01,C,2020,,,,,,9.0,5
935,2016,5,170,Arizona Cardinals,Cole Toner,/players/cole-toner-tonerco01,C,2021,2021-12-29,Houston (NFL),Placed on Injured Reserve (Undisclosed),2021.0,12.0,12.0,6
936,2016,5,171,Seattle Seahawks,Alex Collins,/players/alex-collins-collial01,RB,2016,,,,,,9.0,1
936,2016,5,171,Seattle Seahawks,Alex Collins,/players/alex-collins-collial01,RB,2017,,,,,,9.0,2
936,2016,5,171,Seattle Seahawks,Alex Collins,/players/alex-collins-collial01,RB,2018,2018-12-01,Baltimore (NFL),Placed on Injured Reserve (Foot),2018.0,12.0,12.0,3
936,2016,5,171,Seattle Seahawks,Alex Collins,/players/alex-collins-collial01,RB,2019,,,,,,9.0,4
936,2016,5,171,Seattle Seahawks,Alex Collins,/players/alex-collins-collial01,RB,2020,,,,,,9.0,5
936,2016,5,171,Seattle Seahawks,Alex Collins,/players/alex-collins-collial01,RB,2021,,,,,,9.0,6
937,2016,5,172,Cleveland Browns,Rashard Higgins,/players/rashard-higgins-higgira01,WR,2016,,,,,,9.0,1
937,2016,5,172,Cleveland Browns,Rashard Higgins,/players/rashard-higgins-higgira01,WR,2017,,,,,,9.0,2
937,2016,5,172,Cleveland Browns,Rashard Higgins,/players/rashard-higgins-higgira01,WR,2018,,,,,,9.0,3
937,2016,5,172,Cleveland Browns,Rashard Higgins,/players/rashard-higgins-higgira01,WR,2019,,,,,,9.0,4
937,2016,5,172,Cleveland Browns,Rashard Higgins,/players/rashard-higgins-higgira01,WR,2020,,,,,,9.0,5
937,2016,5,172,Cleveland Browns,Rashard Higgins,/players/rashard-higgins-higgira01,WR,2021,,,,,,9.0,6
938,2016,5,173,Cleveland Browns,Trey Caldwell,/players/trey-caldwell-caldwtr01,DB,2016,,,,,,9.0,1
938,2016,5,173,Cleveland Browns,Trey Caldwell,/players/trey-caldwell-caldwtr01,DB,2017,,,,,,9.0,2
938,2016,5,173,Cleveland Browns,Trey Caldwell,/players/trey-caldwell-caldwtr01,DB,2018,,,,,,9.0,3
938,2016,5,173,Cleveland Browns,Trey Caldwell,/players/trey-caldwell-caldwtr01,DB,2019,,,,,,9.0,4
938,2016,5,173,Cleveland Browns,Trey Caldwell,/players/trey-caldwell-caldwtr01,DB,2020,,,,,,9.0,5
938,2016,5,173,Cleveland Browns,Trey Caldwell,/players/trey-caldwell-caldwtr01,DB,2021,,,,,,9.0,6
939,2016,5,174,San Francisco 49ers,Fahn Cooper,/players/fahn-cooper-coopefa01,OT,2016,,,,,,9.0,1
939,2016,5,174,San Francisco 49ers,Fahn Cooper,/players/fahn-cooper-coopefa01,OT,2017,,,,,,9.0,2
939,2016,5,174,San Francisco 49ers,Fahn Cooper,/players/fahn-cooper-coopefa01,OT,2018,,,,,,9.0,3
939,2016,5,174,San Francisco 49ers,Fahn Cooper,/players/fahn-cooper-coopefa01,OT,2019,,,,,,9.0,4
939,2016,5,174,San Francisco 49ers,Fahn Cooper,/players/fahn-cooper-coopefa01,OT,2020,,,,,,9.0,5
939,2016,5,174,San Francisco 49ers,Fahn Cooper,/players/fahn-cooper-coopefa01,OT,2021,,,,,,9.0,6
940,2016,5,175,San Diego Chargers,Jatavis Brown,/players/jatavis-brown-brownja14,LB,2016,,,,,,9.0,1
940,2016,5,175,San Diego Chargers,Jatavis Brown,/players/jatavis-brown-brownja14,LB,2017,,,,,,9.0,2
940,2016,5,175,San Diego Chargers,Jatavis Brown,/players/jatavis-brown-brownja14,LB,2018,,,,,,9.0,3
940,2016,5,175,San Diego Chargers,Jatavis Brown,/players/jatavis-brown-brownja14,LB,2019,2019-01-07,LA Chargers (NFL),Placed on Injured Reserve (Ankle),2019.0,1.0,1.0,3
940,2016,5,175,San Diego Chargers,Jatavis Brown,/players/jatavis-brown-brownja14,LB,2020,,,,,,9.0,5
940,2016,5,175,San Diego Chargers,Jatavis Brown,/players/jatavis-brown-brownja14,LB,2021,,,,,,9.0,6
941,2016,6,176,Denver Broncos,Andy Janovich,/players/andy-janovich-janovan01,RB,2016,2016-12-02,Denver (NFL),Placed on Injured Reserve (Ankle),2016.0,12.0,12.0,1
941,2016,6,176,Denver Broncos,Andy Janovich,/players/andy-janovich-janovan01,RB,2017,,,,,,9.0,2
941,2016,6,176,Denver Broncos,Andy Janovich,/players/andy-janovich-janovan01,RB,2018,,,,,,9.0,3
941,2016,6,176,Denver Broncos,Andy Janovich,/players/andy-janovich-janovan01,RB,2019,2019-11-19,Denver (NFL),Placed on Injured Reserve (Elbow),2019.0,11.0,11.0,4
941,2016,6,176,Denver Broncos,Andy Janovich,/players/andy-janovich-janovan01,RB,2020,,,,,,9.0,5
941,2016,6,176,Denver Broncos,Andy Janovich,/players/andy-janovich-janovan01,RB,2021,2021-10-12,Cleveland (NFL),Placed on Injured Reserve (Hamstring),2021.0,10.0,10.0,6
942,2016,6,177,Los Angeles Rams,Temarrick Hemingway,/players/temarrick-hemingway-heminte01,TE,2016,,,,,,9.0,1
942,2016,6,177,Los Angeles Rams,Temarrick Hemingway,/players/temarrick-hemingway-heminte01,TE,2017,2017-09-02,LA Rams (NFL),Placed on Injured Reserve (Knee),2017.0,9.0,9.0,2
942,2016,6,177,Los Angeles Rams,Temarrick Hemingway,/players/temarrick-hemingway-heminte01,TE,2018,,,,,,9.0,3
942,2016,6,177,Los Angeles Rams,Temarrick Hemingway,/players/temarrick-hemingway-heminte01,TE,2019,,,,,,9.0,4
942,2016,6,177,Los Angeles Rams,Temarrick Hemingway,/players/temarrick-hemingway-heminte01,TE,2020,2020-12-09,Washington (NFL),Placed on Injured Reserve (Wrist),2020.0,12.0,12.0,5
942,2016,6,177,Los Angeles Rams,Temarrick Hemingway,/players/temarrick-hemingway-heminte01,TE,2021,,,,,,9.0,6
943,2016,6,178,Kansas City Chiefs,D.J. White,/players/dj-white-whitedj01,DB,2016,,,,,,9.0,1
943,2016,6,178,Kansas City Chiefs,D.J. White,/players/dj-white-whitedj01,DB,2017,,,,,,9.0,2
943,2016,6,178,Kansas City Chiefs,D.J. White,/players/dj-white-whitedj01,DB,2018,,,,,,9.0,3
943,2016,6,178,Kansas City Chiefs,D.J. White,/players/dj-white-whitedj01,DB,2019,,,,,,9.0,4
943,2016,6,178,Kansas City Chiefs,D.J. White,/players/dj-white-whitedj01,DB,2020,,,,,,9.0,5
943,2016,6,178,Kansas City Chiefs,D.J. White,/players/dj-white-whitedj01,DB,2021,,,,,,9.0,6
944,2016,6,179,San Diego Chargers,Drew Kaser,/players/drew-kaser-kaserdr01,P,2016,,,,,,9.0,1
944,2016,6,179,San Diego Chargers,Drew Kaser,/players/drew-kaser-kaserdr01,P,2017,,,,,,9.0,2
944,2016,6,179,San Diego Chargers,Drew Kaser,/players/drew-kaser-kaserdr01,P,2018,,,,,,9.0,3
944,2016,6,179,San Diego Chargers,Drew Kaser,/players/drew-kaser-kaserdr01,P,2019,,,,,,9.0,4
944,2016,6,179,San Diego Chargers,Drew Kaser,/players/drew-kaser-kaserdr01,P,2020,,,,,,9.0,5
944,2016,6,179,San Diego Chargers,Drew Kaser,/players/drew-kaser-kaserdr01,P,2021,,,,,,9.0,6
945,2016,6,180,Minnesota Vikings,Moritz Böhringer,/players/moritz-bohringer-boehrmo01,WR,2016,,,,,,9.0,1
945,2016,6,180,Minnesota Vikings,Moritz Böhringer,/players/moritz-bohringer-boehrmo01,WR,2017,,,,,,9.0,2
945,2016,6,180,Minnesota Vikings,Moritz Böhringer,/players/moritz-bohringer-boehrmo01,WR,2018,,,,,,9.0,3
945,2016,6,180,Minnesota Vikings,Moritz Böhringer,/players/moritz-bohringer-boehrmo01,WR,2019,,,,,,9.0,4
945,2016,6,180,Minnesota Vikings,Moritz Böhringer,/players/moritz-bohringer-boehrmo01,WR,2020,,,,,,9.0,5
945,2016,6,180,Minnesota Vikings,Moritz Böhringer,/players/moritz-bohringer-boehrmo01,WR,2021,,,,,,9.0,6
946,2016,6,181,Jacksonville Jaguars,Tyrone Holmes,/players/tyrone-holmes-holmety02,DE,2016,,,,,,9.0,1
946,2016,6,181,Jacksonville Jaguars,Tyrone Holmes,/players/tyrone-holmes-holmety02,DE,2017,,,,,,9.0,2
946,2016,6,181,Jacksonville Jaguars,Tyrone Holmes,/players/tyrone-holmes-holmety02,DE,2018,,,,,,9.0,3
946,2016,6,181,Jacksonville Jaguars,Tyrone Holmes,/players/tyrone-holmes-holmety02,DE,2019,,,,,,9.0,4
946,2016,6,181,Jacksonville Jaguars,Tyrone Holmes,/players/tyrone-holmes-holmety02,DE,2020,,,,,,9.0,5
946,2016,6,181,Jacksonville Jaguars,Tyrone Holmes,/players/tyrone-holmes-holmety02,DE,2021,,,,,,9.0,6
947,2016,6,182,Baltimore Ravens,Keenan Reynolds,/players/keenan-reynolds-reynoke01,WR,2016,,,,,,9.0,1
947,2016,6,182,Baltimore Ravens,Keenan Reynolds,/players/keenan-reynolds-reynoke01,WR,2017,,,,,,9.0,2
947,2016,6,182,Baltimore Ravens,Keenan Reynolds,/players/keenan-reynolds-reynoke01,WR,2018,,,,,,9.0,3
947,2016,6,182,Baltimore Ravens,Keenan Reynolds,/players/keenan-reynolds-reynoke01,WR,2019,,,,,,9.0,4
947,2016,6,182,Baltimore Ravens,Keenan Reynolds,/players/keenan-reynolds-reynoke01,WR,2020,,,,,,9.0,5
947,2016,6,182,Baltimore Ravens,Keenan Reynolds,/players/keenan-reynolds-reynoke01,WR,2021,,,,,,9.0,6
948,2016,6,183,Tampa Bay Buccaneers,Devante Bond,/players/devante-bond-bondde01,LB,2016,2016-09-23,Tampa Bay (NFL),Placed on Injured Reserve (Hamstring),2016.0,9.0,9.0,1
948,2016,6,183,Tampa Bay Buccaneers,Devante Bond,/players/devante-bond-bondde01,LB,2017,,,,,,9.0,2
948,2016,6,183,Tampa Bay Buccaneers,Devante Bond,/players/devante-bond-bondde01,LB,2018,2018-09-01,Tampa Bay (NFL),Placed on Injured Reserve (Foot),2018.0,9.0,9.0,3
948,2016,6,183,Tampa Bay Buccaneers,Devante Bond,/players/devante-bond-bondde01,LB,2019,,,,,,9.0,4
948,2016,6,183,Tampa Bay Buccaneers,Devante Bond,/players/devante-bond-bondde01,LB,2020,,,,,,9.0,5
948,2016,6,183,Tampa Bay Buccaneers,Devante Bond,/players/devante-bond-bondde01,LB,2021,,,,,,9.0,6
949,2016,6,184,New York Giants,Jerell Adams,/players/jerell-adams-adamsje02,TE,2016,,,,,,9.0,1
949,2016,6,184,New York Giants,Jerell Adams,/players/jerell-adams-adamsje02,TE,2017,,,,,,9.0,2
949,2016,6,184,New York Giants,Jerell Adams,/players/jerell-adams-adamsje02,TE,2018,,,,,,9.0,3
949,2016,6,184,New York Giants,Jerell Adams,/players/jerell-adams-adamsje02,TE,2019,,,,,,9.0,4
949,2016,6,184,New York Giants,Jerell Adams,/players/jerell-adams-adamsje02,TE,2020,,,,,,9.0,5
949,2016,6,184,New York Giants,Jerell Adams,/players/jerell-adams-adamsje02,TE,2021,,,,,,9.0,6
950,2016,6,185,Chicago Bears,DeAndre Houston-Carson,/players/deandre-houstoncarson-houstde01,DB,2016,,,,,,9.0,1
950,2016,6,185,Chicago Bears,DeAndre Houston-Carson,/players/deandre-houstoncarson-houstde01,DB,2017,,,,,,9.0,2
950,2016,6,185,Chicago Bears,DeAndre Houston-Carson,/players/deandre-houstoncarson-houstde01,DB,2018,,,,,,9.0,3
950,2016,6,185,Chicago Bears,DeAndre Houston-Carson,/players/deandre-houstoncarson-houstde01,DB,2019,,,,,,9.0,4
950,2016,6,185,Chicago Bears,DeAndre Houston-Carson,/players/deandre-houstoncarson-houstde01,DB,2020,,,,,,9.0,5
950,2016,6,185,Chicago Bears,DeAndre Houston-Carson,/players/deandre-houstoncarson-houstde01,DB,2021,2021-12-20,Chicago (NFL),Placed on Injured Reserve (Forearm),2021.0,12.0,12.0,6
951,2016,6,186,Miami Dolphins,Jakeem Grant,/players/jakeem-grant-grantja01,WR,2016,,,,,,9.0,1
951,2016,6,186,Miami Dolphins,Jakeem Grant,/players/jakeem-grant-grantja01,WR,2017,,,,,,9.0,2
951,2016,6,186,Miami Dolphins,Jakeem Grant,/players/jakeem-grant-grantja01,WR,2018,2018-11-28,Miami (NFL),Placed on Injured Reserve (Achilles),2018.0,11.0,11.0,3
951,2016,6,186,Miami Dolphins,Jakeem Grant,/players/jakeem-grant-grantja01,WR,2019,2019-11-27,Miami (NFL),Placed on Injured Reserve (Ankle),2019.0,11.0,11.0,4
951,2016,6,186,Miami Dolphins,Jakeem Grant,/players/jakeem-grant-grantja01,WR,2020,,,,,,9.0,5
951,2016,6,186,Miami Dolphins,Jakeem Grant,/players/jakeem-grant-grantja01,WR,2021,,,,,,9.0,6
952,2016,6,187,Washington Redskins,Nate Sudfeld,/players/nate-sudfeld-sudfena01,QB,2016,,,,,,9.0,1
